5 Minutes,Lane 1 Speed (mph),Speed (mph),# Lane Points,% Observed
1/8/2024 6:20,76.30,68.60,5,100.00
1/8/2024 6:25,76.70,69.20,5,100.00
1/8/2024 6:30,76.70,68.10,5,100.00
1/8/2024 6:35,76.40,69.50,5,100.00
1/8/2024 6:40,77.40,71.10,5,100.00
1/8/2024 6:45,76.30,70.10,5,100.00
1/8/2024 6:50,76.20,69.10,5,100.00
1/8/2024 6:55,76.10,69.40,5,100.00
1/8/2024 7:00,76.40,68.40,5,100.00
1/8/2024 7:05,77.00,69.60,5,100.00
1/8/2024 7:10,76.20,69.30,5,100.00
1/8/2024 7:15,77.40,69.00,5,100.00
1/8/2024 7:20,76.50,69.00,5,100.00
1/8/2024 7:25,76.30,68.90,5,100.00
1/8/2024 7:30,76.00,68.40,5,100.00
1/8/2024 7:35,74.90,67.80,5,100.00
1/8/2024 7:40,74.70,67.10,5,100.00
1/8/2024 7:45,74.40,66.90,5,100.00
1/8/2024 7:50,74.30,66.70,5,100.00
1/8/2024 7:55,75.50,66.60,5,100.00
1/8/2024 8:00,76.00,66.50,5,100.00
1/8/2024 8:05,75.90,65.90,5,100.00
1/8/2024 8:10,75.80,66.20,5,100.00
1/8/2024 8:15,74.40,65.00,5,100.00
1/8/2024 8:20,75.40,66.30,5,100.00
1/8/2024 8:25,76.40,66.00,5,100.00
1/8/2024 8:30,75.80,66.10,5,100.00
1/8/2024 8:35,74.10,65.10,5,100.00
1/8/2024 8:40,75.20,64.90,5,100.00
1/8/2024 8:45,75.20,66.20,5,100.00
1/8/2024 8:50,75.20,66.20,5,100.00
1/8/2024 8:55,73.90,65.60,5,100.00
1/8/2024 9:00,75.30,65.70,5,100.00
1/8/2024 9:05,75.90,66.20,5,100.00
1/8/2024 9:10,74.70,65.90,5,100.00
1/8/2024 9:15,74.40,64.30,5,100.00
1/8/2024 9:20,73.40,64.20,5,100.00
1/8/2024 9:25,72.80,63.30,5,100.00
1/8/2024 9:30,73.70,63.40,5,100.00
1/8/2024 9:35,74.50,63.60,5,100.00
1/8/2024 9:40,75.60,63.80,5,100.00
1/8/2024 9:45,75.40,63.50,5,100.00
1/8/2024 9:50,75.10,63.60,5,100.00
1/8/2024 9:55,75.90,63.80,5,100.00
1/8/2024 10:00,75.60,62.60,5,100.00
1/8/2024 10:05,74.10,62.80,5,100.00
1/8/2024 10:10,74.10,63.40,5,100.00
1/8/2024 10:15,73.10,63.90,5,100.00
1/8/2024 10:20,73.60,65.00,5,100.00
1/8/2024 10:25,74.20,65.50,5,100.00
1/8/2024 10:30,73.40,64.30,5,100.00
1/8/2024 10:35,73.00,64.00,5,100.00
1/8/2024 10:40,74.10,65.20,5,100.00
1/8/2024 10:45,74.50,64.10,5,100.00
1/8/2024 10:50,74.10,64.40,5,100.00
1/8/2024 10:55,73.60,65.00,5,100.00
1/8/2024 11:00,74.80,65.30,5,100.00
1/8/2024 11:05,74.80,64.70,5,100.00
1/8/2024 11:10,74.50,64.70,5,100.00
1/8/2024 11:15,75.00,65.40,5,100.00
1/8/2024 11:20,76.50,65.70,5,100.00
1/8/2024 11:25,76.50,64.30,5,100.00
1/8/2024 11:30,75.90,64.60,5,100.00
1/8/2024 11:35,75.30,64.90,5,100.00
1/8/2024 11:40,75.10,65.00,5,100.00
1/8/2024 11:45,75.10,63.60,5,100.00
1/8/2024 11:50,75.10,64.80,5,100.00
1/8/2024 11:55,73.40,64.70,5,100.00
1/8/2024 12:00,74.90,63.70,5,100.00
1/8/2024 12:05,74.30,64.20,5,100.00
1/8/2024 12:10,73.50,63.40,5,100.00
1/8/2024 12:15,74.90,62.80,5,100.00
1/8/2024 12:20,74.70,62.80,5,100.00
1/8/2024 12:25,75.00,62.80,5,100.00
1/8/2024 12:30,75.20,61.70,5,100.00
1/8/2024 12:35,75.10,62.20,5,100.00
1/8/2024 12:40,73.60,63.50,5,100.00
1/8/2024 12:45,73.90,63.70,5,100.00
1/8/2024 12:50,75.50,62.90,5,100.00
1/8/2024 12:55,73.40,62.50,5,100.00
1/8/2024 13:00,75.30,63.40,5,100.00
1/8/2024 13:05,75.80,62.80,5,100.00
1/8/2024 13:10,74.30,61.70,5,100.00
1/8/2024 13:15,74.30,62.20,5,100.00
1/8/2024 13:20,73.90,63.30,5,100.00
1/8/2024 13:25,74.50,62.40,5,100.00
1/8/2024 13:30,75.10,62.00,5,100.00
1/8/2024 13:35,73.80,62.10,5,100.00
1/8/2024 13:40,72.70,61.70,5,100.00
1/8/2024 13:45,72.80,61.90,5,100.00
1/8/2024 13:50,73.00,62.10,5,100.00
1/8/2024 13:55,73.30,61.40,5,100.00
1/8/2024 14:00,74.20,62.80,5,100.00
1/8/2024 14:05,75.50,63.00,5,100.00
1/8/2024 14:10,73.90,62.90,5,100.00
1/8/2024 14:15,73.10,61.00,5,100.00
1/8/2024 14:20,73.40,62.70,5,100.00
1/8/2024 14:25,71.90,61.90,5,100.00
1/8/2024 14:30,72.00,60.90,5,100.00
1/8/2024 14:35,71.90,61.80,5,100.00
1/8/2024 14:40,71.80,63.40,5,100.00
1/8/2024 14:45,72.00,62.20,5,100.00
1/8/2024 14:50,71.30,60.40,5,100.00
1/8/2024 14:55,70.50,60.10,5,100.00
1/8/2024 15:00,71.00,59.90,5,100.00
1/8/2024 15:05,64.70,50.50,5,100.00
1/8/2024 15:10,43.50,33.60,5,100.00
1/8/2024 15:15,39.60,29.20,5,100.00
1/8/2024 15:20,47.00,36.80,5,100.00
1/8/2024 15:25,34.10,27.80,5,100.00
1/8/2024 15:30,29.30,23.70,5,100.00
1/8/2024 15:35,24.80,19.90,5,100.00
1/8/2024 15:40,21.80,17.80,5,100.00
1/8/2024 15:45,22.10,18.10,5,100.00
1/8/2024 15:50,23.60,18.30,5,100.00
1/8/2024 15:55,23.80,19.20,5,100.00
1/8/2024 16:00,23.90,18.90,5,100.00
1/8/2024 16:05,23.80,18.10,5,100.00
1/8/2024 16:10,25.00,19.10,5,100.00
1/8/2024 16:15,26.30,20.00,5,100.00
1/8/2024 16:20,26.20,21.60,5,100.00
1/8/2024 16:25,28.80,23.50,5,100.00
1/8/2024 16:30,26.50,21.80,5,100.00
1/8/2024 16:35,28.00,22.40,5,100.00
1/8/2024 16:40,27.00,21.30,5,100.00
1/8/2024 16:45,23.80,19.40,5,100.00
1/8/2024 16:50,25.30,18.90,5,100.00
1/8/2024 16:55,24.50,18.90,5,100.00
1/8/2024 17:00,23.20,18.60,5,100.00
1/8/2024 17:05,22.90,17.70,5,100.00
1/8/2024 17:10,25.90,18.20,5,100.00
1/8/2024 17:15,22.60,17.40,5,100.00
1/8/2024 17:20,25.80,19.30,5,100.00
1/8/2024 17:25,27.70,21.60,5,100.00
1/8/2024 17:30,25.80,21.80,5,100.00
1/8/2024 17:35,28.10,22.80,5,100.00
1/8/2024 17:40,25.80,21.80,5,100.00
1/8/2024 17:45,31.50,25.20,5,100.00
1/8/2024 17:50,40.60,29.20,5,100.00
1/8/2024 17:55,52.60,40.30,5,100.00
1/8/2024 18:00,62.10,51.70,5,100.00
1/8/2024 18:05,67.50,57.60,5,100.00
1/8/2024 18:10,71.40,60.80,5,100.00
1/8/2024 18:15,73.40,63.00,5,100.00
1/8/2024 18:20,73.80,63.70,5,100.00
1/8/2024 18:25,74.90,66.00,5,100.00
1/8/2024 18:30,74.90,65.70,5,100.00
1/8/2024 18:35,74.80,64.20,5,100.00
1/8/2024 18:40,76.80,65.60,5,100.00
1/8/2024 18:45,77.40,65.80,5,100.00
1/8/2024 18:50,78.70,66.10,5,100.00
1/8/2024 18:55,78.80,66.20,5,100.00
1/8/2024 19:00,78.40,67.20,5,100.00
1/8/2024 19:05,76.20,67.40,5,100.00
1/8/2024 19:10,74.80,68.20,5,100.00
1/8/2024 19:15,74.40,68.20,5,100.00
1/8/2024 19:20,73.70,67.80,5,100.00
1/8/2024 19:25,76.40,68.80,5,100.00
1/8/2024 19:30,76.00,67.50,5,100.00
1/8/2024 19:35,76.10,69.00,5,100.00
1/8/2024 19:40,74.90,68.40,5,100.00
1/8/2024 19:45,73.70,67.90,5,100.00
1/8/2024 19:50,73.40,68.40,5,100.00
1/8/2024 19:55,75.70,69.60,5,100.00
1/8/2024 20:00,76.10,69.50,5,100.00
1/8/2024 20:05,75.20,69.20,5,100.00
1/8/2024 20:10,75.40,69.20,5,100.00
1/8/2024 20:15,74.50,69.70,5,100.00
1/8/2024 20:20,75.50,69.60,5,100.00
1/8/2024 20:25,75.40,69.90,5,100.00
1/8/2024 20:30,75.90,69.60,5,100.00
1/8/2024 20:35,75.40,70.10,5,100.00
1/8/2024 20:40,75.30,70.30,5,100.00
1/8/2024 20:45,75.90,68.60,5,100.00
1/8/2024 20:50,75.70,69.30,5,100.00
1/8/2024 20:55,76.10,70.20,5,100.00
1/8/2024 21:00,76.30,70.40,5,100.00
1/8/2024 21:05,76.30,70.40,5,100.00
1/8/2024 21:10,74.80,70.10,5,100.00
1/8/2024 21:15,75.10,68.90,5,100.00
1/8/2024 21:20,75.60,69.80,5,100.00
1/8/2024 21:25,75.20,70.20,5,100.00
1/8/2024 21:30,76.40,69.30,5,100.00
1/8/2024 21:35,75.80,70.20,5,100.00
1/8/2024 21:40,76.10,70.80,5,100.00
1/8/2024 21:45,76.80,70.10,5,100.00
1/8/2024 21:50,76.50,71.10,5,100.00
1/8/2024 21:55,76.60,70.10,5,100.00
1/8/2024 22:00,76.60,70.50,5,100.00
1/8/2024 22:05,76.50,70.30,5,100.00
1/8/2024 22:10,76.20,69.90,5,100.00
1/8/2024 22:15,76.10,69.50,5,100.00
1/8/2024 22:20,76.40,70.40,5,100.00
1/8/2024 22:25,76.30,70.10,5,100.00
1/8/2024 22:30,76.30,70.60,5,100.00
1/8/2024 22:35,76.10,70.50,5,100.00
1/8/2024 22:40,76.20,70.20,5,100.00
1/8/2024 22:45,76.10,70.30,5,100.00
1/8/2024 22:50,76.20,69.30,5,100.00
1/8/2024 22:55,76.30,69.70,5,100.00
1/8/2024 23:00,76.30,70.20,5,100.00
1/8/2024 23:05,76.40,70.70,5,100.00
1/8/2024 23:10,76.50,70.60,5,100.00
1/8/2024 23:15,76.50,68.80,5,100.00
1/8/2024 23:20,76.40,69.30,5,100.00
1/8/2024 23:25,76.50,69.10,5,100.00
1/8/2024 23:30,76.50,70.40,5,100.00
1/8/2024 23:35,76.40,69.80,5,100.00
1/8/2024 23:40,76.50,69.90,5,100.00
1/8/2024 23:45,76.30,70.50,5,100.00
1/8/2024 23:50,76.40,69.90,5,100.00
1/8/2024 23:55,76.40,70.10,5,100.00
1/9/2024 0:00,76.50,69.80,5,100.00
1/9/2024 0:05,76.60,69.90,5,100.00
1/9/2024 0:10,76.50,69.20,5,100.00
1/9/2024 0:15,76.50,69.40,5,100.00
1/9/2024 0:20,76.60,69.90,5,100.00
1/9/2024 0:25,76.40,70.70,5,100.00
1/9/2024 0:30,76.40,69.50,5,100.00
1/9/2024 0:35,76.30,70.10,5,100.00
1/9/2024 0:40,76.40,70.20,5,100.00
1/9/2024 0:45,76.40,69.30,5,100.00
1/9/2024 0:50,76.60,69.60,5,100.00
1/9/2024 0:55,76.50,69.10,5,100.00
1/9/2024 1:00,76.60,69.00,5,100.00
1/9/2024 1:05,76.50,70.00,5,100.00
1/9/2024 1:10,76.30,71.10,5,100.00
1/9/2024 1:15,76.30,70.40,5,100.00
1/9/2024 1:20,76.50,70.60,5,100.00
1/9/2024 1:25,76.50,70.40,5,100.00
1/9/2024 1:30,76.50,69.80,5,100.00
1/9/2024 1:35,76.60,67.70,5,100.00
1/9/2024 1:40,76.60,67.90,5,100.00
1/9/2024 1:45,76.70,68.50,5,100.00
1/9/2024 1:50,76.70,69.10,5,100.00
1/9/2024 1:55,76.60,68.70,5,100.00
1/9/2024 2:00,76.50,69.30,5,100.00
1/9/2024 2:05,76.50,70.30,5,100.00
1/9/2024 2:10,76.50,70.50,5,100.00
1/9/2024 2:15,76.60,68.70,5,100.00
1/9/2024 2:20,76.50,70.70,5,100.00
1/9/2024 2:25,76.50,69.00,5,100.00
1/9/2024 2:30,76.50,69.90,5,100.00
1/9/2024 2:35,76.60,69.50,5,100.00
1/9/2024 2:40,76.60,69.80,5,100.00
1/9/2024 2:45,76.60,70.90,5,100.00
1/9/2024 2:50,76.40,69.70,5,100.00
1/9/2024 2:55,76.50,70.00,5,100.00
1/9/2024 3:00,76.50,68.30,5,100.00
1/9/2024 3:05,76.50,70.40,5,100.00
1/9/2024 3:10,76.50,70.80,5,100.00
1/9/2024 3:15,76.50,70.00,5,100.00
1/9/2024 3:20,76.50,68.90,5,100.00
1/9/2024 3:25,76.50,68.10,5,100.00
1/9/2024 3:30,76.20,69.40,5,100.00
1/9/2024 3:35,76.20,69.30,5,100.00
1/9/2024 3:40,76.20,70.40,5,100.00
1/9/2024 3:45,76.20,69.80,5,100.00
1/9/2024 3:50,76.20,69.60,5,100.00
1/9/2024 3:55,76.20,68.30,5,100.00
1/9/2024 4:00,76.20,70.70,5,100.00
1/9/2024 4:05,76.30,71.00,5,100.00
1/9/2024 4:10,76.30,69.20,5,100.00
1/9/2024 4:15,76.30,71.00,5,100.00
1/9/2024 4:20,76.40,69.20,5,100.00
1/9/2024 4:25,76.30,70.00,5,100.00
1/9/2024 4:30,76.30,70.70,5,100.00
1/9/2024 4:35,76.40,69.30,5,100.00
1/9/2024 4:40,76.40,69.80,5,100.00
1/9/2024 4:45,76.40,69.30,5,100.00
1/9/2024 4:50,76.70,70.20,5,100.00
1/9/2024 4:55,76.60,70.00,5,100.00
1/9/2024 5:00,76.70,70.00,5,100.00
1/9/2024 5:05,76.60,69.20,5,100.00
1/9/2024 5:10,76.70,68.80,5,100.00
1/9/2024 5:15,76.40,69.70,5,100.00
1/9/2024 5:20,76.50,68.40,5,100.00
1/9/2024 5:25,76.40,69.20,5,100.00
1/9/2024 5:30,76.30,68.00,5,100.00
1/9/2024 5:35,76.50,69.00,5,100.00
1/9/2024 5:40,76.50,71.60,5,100.00
1/9/2024 5:45,76.50,70.00,5,100.00
1/9/2024 5:50,76.60,70.30,5,100.00
1/9/2024 5:55,76.50,69.10,5,100.00
1/9/2024 6:00,76.50,70.00,5,100.00
1/9/2024 6:05,76.40,68.40,5,100.00
1/9/2024 6:10,76.30,69.90,5,100.00
1/9/2024 6:15,76.30,70.50,5,100.00
1/9/2024 6:20,76.20,69.40,5,100.00
1/9/2024 6:25,76.50,68.90,5,100.00
1/9/2024 6:30,76.60,68.70,5,100.00
1/9/2024 6:35,76.20,70.80,5,100.00
1/9/2024 6:40,76.60,71.00,5,100.00
1/9/2024 6:45,77.40,70.90,5,100.00
1/9/2024 6:50,76.30,70.20,5,100.00
1/9/2024 6:55,76.40,70.30,5,100.00
1/9/2024 7:00,76.80,70.10,5,100.00
1/9/2024 7:05,76.70,70.20,5,100.00
1/9/2024 7:10,77.40,70.80,5,100.00
1/9/2024 7:15,76.50,69.60,5,100.00
1/9/2024 7:20,77.30,69.90,5,100.00
1/9/2024 7:25,76.70,68.40,5,100.00
1/9/2024 7:30,77.00,68.90,5,100.00
1/9/2024 7:35,75.60,67.90,5,100.00
1/9/2024 7:40,75.10,67.40,5,100.00
1/9/2024 7:45,74.90,67.80,5,100.00
1/9/2024 7:50,74.40,66.80,5,100.00
1/9/2024 7:55,75.80,67.00,5,100.00
1/9/2024 8:00,76.30,67.50,5,100.00
1/9/2024 8:05,75.70,66.90,5,100.00
1/9/2024 8:10,76.30,66.60,5,100.00
1/9/2024 8:15,77.10,67.30,5,100.00
1/9/2024 8:20,73.90,66.10,5,100.00
1/9/2024 8:25,74.50,66.00,5,100.00
1/9/2024 8:30,76.10,66.50,5,100.00
1/9/2024 8:35,76.50,66.70,5,100.00
1/9/2024 8:40,74.80,66.50,5,100.00
1/9/2024 8:45,76.30,66.80,5,100.00
1/9/2024 8:50,75.00,65.80,5,100.00
1/9/2024 8:55,76.00,65.60,5,100.00
1/9/2024 9:00,75.70,65.30,5,100.00
1/9/2024 9:05,74.70,64.70,5,100.00
1/9/2024 9:10,75.50,65.50,5,100.00
1/9/2024 9:15,74.70,63.70,5,100.00
1/9/2024 9:20,75.20,65.20,5,100.00
1/9/2024 9:25,75.00,64.40,5,100.00
1/9/2024 9:30,75.60,64.40,5,100.00
1/9/2024 9:35,76.40,63.70,5,100.00
1/9/2024 9:40,77.20,64.40,5,100.00
1/9/2024 9:45,75.50,65.40,5,100.00
1/9/2024 9:50,75.60,63.50,5,100.00
1/9/2024 9:55,76.10,64.50,5,100.00
1/9/2024 10:00,75.30,64.70,5,100.00
1/9/2024 10:05,75.40,65.20,5,100.00
1/9/2024 10:10,76.20,65.30,5,100.00
1/9/2024 10:15,75.90,65.20,5,100.00
1/9/2024 10:20,76.30,65.30,5,100.00
1/9/2024 10:25,73.90,64.50,5,100.00
1/9/2024 10:30,75.00,63.90,5,100.00
1/9/2024 10:35,76.00,64.90,5,100.00
1/9/2024 10:40,76.10,65.10,5,100.00
1/9/2024 10:45,77.80,63.90,5,100.00
1/9/2024 10:50,78.00,64.70,5,100.00
1/9/2024 10:55,78.10,65.00,5,100.00
1/9/2024 11:00,76.60,65.30,5,100.00
1/9/2024 11:05,76.00,65.60,5,100.00
1/9/2024 11:10,76.20,64.50,5,100.00
1/9/2024 11:15,76.40,64.60,5,100.00
1/9/2024 11:20,77.30,65.10,5,100.00
1/9/2024 11:25,76.40,65.60,5,100.00
1/9/2024 11:30,76.90,65.30,5,100.00
1/9/2024 11:35,76.70,64.00,5,100.00
1/9/2024 11:40,77.10,64.40,5,100.00
1/9/2024 11:45,76.40,64.90,5,100.00
1/9/2024 11:50,77.90,65.20,5,100.00
1/9/2024 11:55,78.80,65.60,5,100.00
1/9/2024 12:00,74.60,63.90,5,100.00
1/9/2024 12:05,73.70,62.80,5,100.00
1/9/2024 12:10,71.00,62.60,5,100.00
1/9/2024 12:15,70.50,62.40,5,100.00
1/9/2024 12:20,71.20,62.40,5,100.00
1/9/2024 12:25,70.60,61.50,5,100.00
1/9/2024 12:30,70.10,62.10,5,100.00
1/9/2024 12:35,69.90,62.10,5,100.00
1/9/2024 12:40,70.50,63.40,5,100.00
1/9/2024 12:45,71.00,62.90,5,100.00
1/9/2024 12:50,68.80,61.90,5,100.00
1/9/2024 12:55,70.00,61.80,5,100.00
1/9/2024 13:00,70.00,61.20,5,100.00
1/9/2024 13:05,70.00,62.10,5,100.00
1/9/2024 13:10,70.70,62.90,5,100.00
1/9/2024 13:15,69.70,61.60,5,100.00
1/9/2024 13:20,69.50,62.60,5,100.00
1/9/2024 13:25,70.30,63.40,5,100.00
1/9/2024 13:30,70.10,63.40,5,100.00
1/9/2024 13:35,70.80,62.80,5,100.00
1/9/2024 13:40,71.30,63.60,5,100.00
1/9/2024 13:45,70.50,64.20,5,100.00
1/9/2024 13:50,70.30,62.80,5,100.00
1/9/2024 13:55,69.50,63.40,5,100.00
1/9/2024 14:00,68.70,62.80,5,100.00
1/9/2024 14:05,67.70,62.10,5,100.00
1/9/2024 14:10,69.10,62.10,5,100.00
1/9/2024 14:15,67.70,61.40,5,100.00
1/9/2024 14:20,67.50,60.60,5,100.00
1/9/2024 14:25,67.80,61.70,5,100.00
1/9/2024 14:30,67.10,61.40,5,100.00
1/9/2024 14:35,64.00,59.80,5,100.00
1/9/2024 14:40,43.80,40.00,5,100.00
1/9/2024 14:45,34.00,29.50,5,100.00
1/9/2024 14:50,29.10,25.10,5,100.00
1/9/2024 14:55,28.00,22.70,5,100.00
1/9/2024 15:00,25.00,19.10,5,100.00
1/9/2024 15:05,21.60,17.30,5,100.00
1/9/2024 15:10,20.80,16.40,5,100.00
1/9/2024 15:15,20.10,15.60,5,100.00
1/9/2024 15:20,18.80,15.20,5,100.00
1/9/2024 15:25,18.40,15.00,5,100.00
1/9/2024 15:30,18.50,15.20,5,100.00
1/9/2024 15:35,19.20,15.70,5,100.00
1/9/2024 15:40,19.30,16.50,5,100.00
1/9/2024 15:45,18.40,16.40,5,100.00
1/9/2024 15:50,21.90,18.50,5,100.00
1/9/2024 15:55,19.40,16.90,5,100.00
1/9/2024 16:00,20.20,17.60,5,100.00
1/9/2024 16:05,19.90,17.10,5,100.00
1/9/2024 16:10,20.70,16.60,5,100.00
1/9/2024 16:15,22.10,17.80,5,100.00
1/9/2024 16:20,20.20,16.40,5,100.00
1/9/2024 16:25,23.60,18.00,5,100.00
1/9/2024 16:30,24.00,19.50,5,100.00
1/9/2024 16:35,21.80,17.60,5,100.00
1/9/2024 16:40,20.90,16.30,5,100.00
1/9/2024 16:45,21.70,17.50,5,100.00
1/9/2024 16:50,19.90,16.40,5,100.00
1/9/2024 16:55,20.20,17.00,5,100.00
1/9/2024 17:00,21.50,16.80,5,100.00
1/9/2024 17:05,19.00,14.80,5,100.00
1/9/2024 17:10,20.00,15.70,5,100.00
1/9/2024 17:15,21.40,17.20,5,100.00
1/9/2024 17:20,21.40,17.60,5,100.00
1/9/2024 17:25,17.90,14.80,5,100.00
1/9/2024 17:30,12.20,10.60,5,100.00
1/9/2024 17:35,8.90,8.60,5,100.00
1/9/2024 17:40,7.70,7.00,5,100.00
1/9/2024 17:45,7.90,6.50,5,100.00
1/9/2024 17:50,7.30,6.50,5,100.00
1/9/2024 17:55,7.60,7.30,5,100.00
1/9/2024 18:00,13.10,10.90,5,100.00
1/9/2024 18:05,20.10,16.50,5,100.00
1/9/2024 18:10,21.00,17.10,5,100.00
1/9/2024 18:15,21.70,18.00,5,100.00
1/9/2024 18:20,24.50,22.60,5,100.00
1/9/2024 18:25,36.80,27.90,5,100.00
1/9/2024 18:30,29.70,22.80,5,100.00
1/9/2024 18:35,39.40,33.70,5,100.00
1/9/2024 18:40,48.70,45.00,5,100.00
1/9/2024 18:45,55.20,51.10,5,100.00
1/9/2024 18:50,61.60,57.50,5,100.00
1/9/2024 18:55,65.40,61.10,5,100.00
1/9/2024 19:00,69.20,62.50,5,100.00
1/9/2024 19:05,72.20,65.20,5,100.00
1/9/2024 19:10,74.60,65.70,5,100.00
1/9/2024 19:15,75.50,67.40,5,100.00
1/9/2024 19:20,76.40,65.60,5,100.00
1/9/2024 19:25,77.50,67.10,5,100.00
1/9/2024 19:30,77.80,66.70,5,100.00
1/9/2024 19:35,77.70,67.20,5,100.00
1/9/2024 19:40,77.00,67.30,5,100.00
1/9/2024 19:45,76.70,66.20,5,100.00
1/9/2024 19:50,75.90,67.00,5,100.00
1/9/2024 19:55,75.80,67.40,5,100.00
1/9/2024 20:00,76.10,69.40,5,100.00
1/9/2024 20:05,75.60,68.70,5,100.00
1/9/2024 20:10,76.30,67.90,5,100.00
1/9/2024 20:15,77.00,69.20,5,100.00
1/9/2024 20:20,76.00,67.50,5,100.00
1/9/2024 20:25,76.80,69.20,5,100.00
1/9/2024 20:30,76.20,68.70,5,100.00
1/9/2024 20:35,75.70,68.60,5,100.00
1/9/2024 20:40,77.10,68.80,5,100.00
1/9/2024 20:45,76.80,69.20,5,100.00
1/9/2024 20:50,77.70,68.70,5,100.00
1/9/2024 20:55,77.00,67.80,5,100.00
1/9/2024 21:00,76.90,67.30,5,100.00
1/9/2024 21:05,77.00,68.90,5,100.00
1/9/2024 21:10,77.90,70.20,5,100.00
1/9/2024 21:15,76.40,69.20,5,100.00
1/9/2024 21:20,76.80,70.90,5,100.00
1/9/2024 21:25,76.80,71.40,5,100.00
1/9/2024 21:30,77.10,70.60,5,100.00
1/9/2024 21:35,76.70,70.50,5,100.00
1/9/2024 21:40,76.90,70.70,5,100.00
1/9/2024 21:45,76.80,71.10,5,100.00
1/9/2024 21:50,77.20,71.40,5,100.00
1/9/2024 21:55,76.80,71.10,5,100.00
1/9/2024 22:00,77.00,71.20,5,100.00
1/9/2024 22:05,76.90,71.20,5,100.00
1/9/2024 22:10,77.00,70.50,5,100.00
1/9/2024 22:15,76.70,70.80,5,100.00
